Segments
100
,,Stap:segment,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
101,,,,,,,
102,,,,,,,
103,,,,,,,
104,,,,,,,
105,,,,,,,
106,,,,,,,
107,,,,,,,
108,,,,,,,
109,,,,,,,
110,,,,,,,
111,,,,,,,
112,,,,,,,
113,,,,,,,
114,,,,,,,
115,,,,,,,
116,,,,,,,
117,,,,,,,
118,,,,,,,
119,,,,,,,
120,,,,,,,
121,,,,,,,
122,,,,,,,
123,,,,,,,
124,,,,,,,
125,,,,,,,
126,,,,,,,
127,,,,,,,
128,,,,,,,
129,,,,,,,
130,,,,,,,
131,,,,,,,
132,,,,,,,
133,,,,,,,
134,,,,,,,
135,,,,,,,
136,,,,,,,
137,,,,,,,
138,,,,,,,
139,,,,,,,
140,,,,,,,
141,,,,,,,
142,,,,,,,
143,,,,,,,
144,,,,,,,
145,,,,,,,
146,,,,,,,
147,,,,,,,
148,,,,,,,
149,,,,,,,
150,,,,,,,
151,,,,,,,
152,,,,,,,
153,,,,,,,
154,,,,,,,
155,,,,,,,
156,,,,,,,
157,,,,,,,
158,,,,,,,
159,,,,,,,
160,,,,,,,
161,,,,,,,
162,,,,,,,
163,,,,,,,
164,,,,,,,
165,,,,,,,
166,,,,,,,
167,,,,,,,
168,,,,,,,
169,,,,,,,
170,,,,,,,
171,,,,,,,
172,,,,,,,
173,,,,,,,
174,,,,,,,
175,,,,,,,
176,,,,,,,
177,,,,,,,
178,,,,,,,
179,,,,,,,
180,,,,,,,
181,,,,,,,
182,,,,,,,
183,,,,,,,
184,,,,,,,
185,,,,,,,
186,,,,,,,
187,,,,,,,
188,,,,,,,
189,,,,,,,
190,,,,,,,
191,,,,,,,
192,,,,,,,
193,,,,,,,
194,,,,,,,
195,,,,,,,
196,,,,,,,
197,,,,,,,
198,,,,,,,
199,,,,,,,
200,,,,,,,
201,,,,,,,
202,,,,,,,
203,,,,,,,
204,,,,,,,
205,,,,,,,
206,,,,,,,
207,,,,,,,
208,,,,,,,
209,,,,,,,
210,,,,,,,
211,,,,,,,
212,,,,,,,
213,,,,,,,
214,,,,,,,
215,,,,,,,
216,,,,,,,
217,,,,,,,
218,,,,,,,
219,,,,,,,
220,,,,,,,
221,,,,,,,
222,,,,,,,
223,,,,,,,
224,,,,,,,
225,,,,,,,
226,,,,,,,
227,,,,,,,
228,,,,,,,
229,,,,,,,
230,,,,,,,
231,,,,,,,
232,,,,,,,
233,,,,,,,
234,,,,,,,
235,,,,,,,
236,,,,,,,
237,,,,,,,
238,,,,,,,
239,,,,,,,
240,,,,,,,
241,,,,,,,
242,,,,,,,
243,,,,,,,
244,,,,,,,
245,,,,,,,
246,,,,,,,
247,,,,,,,
248,,,,,,,
249,,,,,,,
250,,,,,,,
251,,,,,,,
252,,,,,,,
253,,,,,,,
254,,,,,,,
255,,,,,,,
256,,,,,,,
257,,,,,,,
258,,,,,,,
259,,,,,,,
260,,,,,,,
261,,,,,,,
262,,,,,,,
263,,,,,,,
264,,,,,,,
265,,,,,,,
266,,,,,,,
267,,,,,,,
268,,,,,,,
269,,,,,,,
270,,,,,,,
271,,,,,,,
272,,,,,,,
273,,,,,,,
274,,,,,,,
275,,,,,,,
276,,,,,,,
277,,,,,,,
278,,,,,,,
279,,,,,,,
280,,,,,,,
281,,,,,,,
282,,,,,,,
283,,,,,,,
284,,,,,,,
285,,,,,,,
286,,,,,,,
287,,,,,,,
288,,,,,,,
289,,,,,,,
290,,,,,,,
291,,,,,,,
292,,,,,,,
293,,,,,,,
294,,,,,,,
295,,,,,,,
296,,,,,,,
297,,,,,,,
298,,,,,,,
299,,,,,,,
300,,,,,,,
301,,,,,,,
302,,,,,,,
303,,,,,,,
304,,,,,,,
305,,,,,,,
306,,,,,,,
307,,,,,,,
308,,,,,,,
309,,,,,,,
310,,,,,,,
311,,,,,,,
312,,,,,,,
313,,,,,,,
314,,,,,,,
315,,,,,,,
316,,,,,,,
317,,,,,,,
318,,,,,,,
319,,,,,,,
320,,,,,,,
321,,,,,,,
322,,,,,,,
323,,,,,,,
324,,,,,,,
325,,,,,,,
326,,,,,,,

Trajectories
100
,,Stap:segment1,,,Stap:segment2,,,Stap:segment3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,464.496735,-777.867676,1349.437256,467.323273,-725.795593,1347.531738,501.696350,-676.182922,1343.423584
2,0,473.064148,-781.316711,1359.728516,476.477478,-729.243530,1358.565186,511.565399,-680.043213,1355.707153
3,0,481.248077,-784.858582,1370.776123,485.427582,-732.760681,1370.444092,521.178223,-684.048218,1368.707764
4,0,489.089600,-788.497681,1382.536743,494.059021,-736.407471,1383.185425,530.739807,-688.301392,1382.885376
5,0,496.631348,-792.193115,1394.965698,502.475800,-740.156982,1396.669678,539.739990,-692.659668,1397.691772
6,0,503.301514,-795.703674,1407.501465,509.734558,-743.797241,1410.592529,548.258057,-697.247070,1413.043701
7,0,509.633728,-799.410950,1420.661133,517.005371,-747.763855,1425.040649,556.088318,-701.814941,1428.731689
